0.001113042193267525, 2.822010147793837e+24
0.0012915496650148866, 2.5825119490372504e+24
0.0015325001185838203, 2.2719545388815758e+24
0.0017520240026173601, 2.0185182169282444e+24
0.0019587980548716483, 1.8380960327247572e+24
0.002222794045985494, 1.6411231744221454e+24
0.002560169585155692, 1.4871025153520032e+24
0.0029707644418960327, 1.3475411044629e+24
0.0034472096772047013, 1.502030996113839e+24
0.003911805572145243, 1.7075637595690985e+24
0.004308905058731155, 1.960433364637597e+24
0.004711146559835623, 2.4354942020350697e+24
0.005112770876988155, 2.9086409263036504e+24
0.005466710784187908, 3.372425689455069e+24
0.0058018419181052085, 3.8337869379762785e+24
0.006249792997155013, 4.5336391025023565e+24
0.006782586620309585, 5.308656751437285e+24
0.0074157492883976635, 6.339996810380198e+24
0.008108018457692816, 7.4974016598193e+24
0.008931088497192036, 9.314234680179736e+24
0.010210427540482056, 1.101481518197663e+25
0.01141546324469632, 1.2521964897474505e+25
0.012574282237615546, 1.4376316924191692e+25
0.01354512277000568, 1.6343158372845728e+25
0.014058300315322658, 1.6343418650751443e+25
0.016681005372000627, 1.85801510131153e+25
0.019940755204521182, 2.1019173204545744e+25
0.024925324834129178, 2.2972117275334094e+25
0.03069588105747343, 2.413531842584457e+25
0.04257934402215693, 2.561001477843471e+25
0.05906331647437048, 2.6252902872222924e+25
0.0856675876258386, 2.625708415722398e+25
0.11113878203846184, 2.4996639963345685e+25
0.1463439176557594, 2.3103170041327974e+25
0.17756362602535952, 2.145792019081188e+25
0.21544346900318867, 1.9734267986999952e+25
0.26140426040578113, 1.7533358953070913e+25
0.31248706237575063, 1.5732187550706472e+25
0.3791502699276509, 1.390887134770415e+25
0.45324262835176143, 1.2480037239094113e+25
0.545858532575088, 1.0979332693909681e+25
0.6772505306727334, 9.517383281184464e+24
0.925567866911113, 7.892329487384116e+24
1.1742685834509285, 6.741041317238308e+24
1.5811257379121348, 5.590000809944772e+24
1.9184290247450027, 4.917827804685119e+24
2.3979767126447267, 4.4345232535534167e+24
3.042314689362547, 3.959502909359669e+24
3.97633718126637, 3.6595629557353504e+24
5.044781691429803, 3.466720942673854e+24
6.2127181808685545, 3.553564922025433e+24
8.000198728490439, 3.733572269089538e+24
9.85235499397145, 3.9033297604266703e+24
